"Time","Temp","Weather","Wind","Humidity","Barometer","Visibility","day","year","Wind_mph"
"12:53","65 ","Clear.","17 mph","29","29.73","10 ",1,2011,"17"
"1:53","64 ","Clear.","17 mph","26","29.75","10 ",1,2011,"17"
"2:53","59 ","Clear.","16 mph","32","29.78","10 ",1,2011,"16"
"3:53","57 ","Clear.","14 mph","33","29.81","10 ",1,2011,"14"
"4:53","55 ","Clear.","15 mph","39","29.83","10 ",1,2011,"15"
"5:53","49 ","Clear.","9 mph","55","29.87","10 ",1,2011,"9"
"6:53","51 ","Scattered clouds.","9 mph","46","29.89","10 ",1,2011,"9"
"7:53","54 ","Partly sunny.","10 mph","43","29.91","10 ",1,2011,"10"
"8:53","58 ","Partly sunny.","16 mph","41","29.93","10 ",1,2011,"16"
"9:53","60 ","Partly sunny.","13 mph","39","29.93","10 ",1,2011,"13"
"10:53","59 ","Partly sunny.","12 mph","42","29.96","10 ",1,2011,"12"
"11:53","60 ","Sunny.","17 mph","42","29.98","10 ",1,2011,"17"
"12:53","63 ","Sunny.","16 mph","33","29.97","10 ",1,2011,"16"
"1:53","68 ","Scattered clouds.","12 mph","27","29.96","10 ",1,2011,"12"
"2:53","72 ","Sunny.","15 mph","24","29.95","10 ",1,2011,"15"
"3:53","73 ","Sunny.","14 mph","24","29.95","10 ",1,2011,"14"
"4:53","74 ","Sunny.","16 mph","21","29.95","10 ",1,2011,"16"
"5:53","74 ","Sunny.","15 mph","21","29.97","10 ",1,2011,"15"
"6:53","73 ","Sunny.","15 mph","19","29.97","10 ",1,2011,"15"
"7:53","67 ","Sunny.","13 mph","27","29.98","10 ",1,2011,"13"
"8:53","63 ","Clear.","13 mph","28","30.00","10 ",1,2011,"13"
"9:53","59 ","Clear.","13 mph","32","30.02","9 ",1,2011,"13"
"10:53","58 ","Clear.","13 mph","38","30.03","10 ",1,2011,"13"
"11:53","51 ","Clear.","8 mph","50","30.05","10 ",1,2011,"8"
"12:53","65 ","Clear.","17 mph","29","29.73","10 ",2,2011,"17"
"1:53","64 ","Clear.","17 mph","26","29.75","10 ",2,2011,"17"
"2:53","59 ","Clear.","16 mph","32","29.78","10 ",2,2011,"16"
"3:53","57 ","Clear.","14 mph","33","29.81","10 ",2,2011,"14"
"4:53","55 ","Clear.","15 mph","39","29.83","10 ",2,2011,"15"
"5:53","49 ","Clear.","9 mph","55","29.87","10 ",2,2011,"9"
"6:53","51 ","Scattered clouds.","9 mph","46","29.89","10 ",2,2011,"9"
"7:53","54 ","Partly sunny.","10 mph","43","29.91","10 ",2,2011,"10"
"8:53","58 ","Partly sunny.","16 mph","41","29.93","10 ",2,2011,"16"
"9:53","60 ","Partly sunny.","13 mph","39","29.93","10 ",2,2011,"13"
"10:53","59 ","Partly sunny.","12 mph","42","29.96","10 ",2,2011,"12"
"11:53","60 ","Sunny.","17 mph","42","29.98","10 ",2,2011,"17"
"12:53","63 ","Sunny.","16 mph","33","29.97","10 ",2,2011,"16"
"1:53","68 ","Scattered clouds.","12 mph","27","29.96","10 ",2,2011,"12"
"2:53","72 ","Sunny.","15 mph","24","29.95","10 ",2,2011,"15"
"3:53","73 ","Sunny.","14 mph","24","29.95","10 ",2,2011,"14"
"4:53","74 ","Sunny.","16 mph","21","29.95","10 ",2,2011,"16"
"5:53","74 ","Sunny.","15 mph","21","29.97","10 ",2,2011,"15"
"6:53","73 ","Sunny.","15 mph","19","29.97","10 ",2,2011,"15"
"7:53","67 ","Sunny.","13 mph","27","29.98","10 ",2,2011,"13"
"8:53","63 ","Clear.","13 mph","28","30.00","10 ",2,2011,"13"
"9:53","59 ","Clear.","13 mph","32","30.02","9 ",2,2011,"13"
"10:53","58 ","Clear.","13 mph","38","30.03","10 ",2,2011,"13"
"11:53","51 ","Clear.","8 mph","50","30.05","10 ",2,2011,"8"
"12:53","65 ","Clear.","17 mph","29","29.73","10 ",3,2011,"17"
"1:53","64 ","Clear.","17 mph","26","29.75","10 ",3,2011,"17"
"2:53","59 ","Clear.","16 mph","32","29.78","10 ",3,2011,"16"
"3:53","57 ","Clear.","14 mph","33","29.81","10 ",3,2011,"14"
"4:53","55 ","Clear.","15 mph","39","29.83","10 ",3,2011,"15"
"5:53","49 ","Clear.","9 mph","55","29.87","10 ",3,2011,"9"
"6:53","51 ","Scattered clouds.","9 mph","46","29.89","10 ",3,2011,"9"
"7:53","54 ","Partly sunny.","10 mph","43","29.91","10 ",3,2011,"10"
"8:53","58 ","Partly sunny.","16 mph","41","29.93","10 ",3,2011,"16"
"9:53","60 ","Partly sunny.","13 mph","39","29.93","10 ",3,2011,"13"
"10:53","59 ","Partly sunny.","12 mph","42","29.96","10 ",3,2011,"12"
"11:53","60 ","Sunny.","17 mph","42","29.98","10 ",3,2011,"17"
"12:53","63 ","Sunny.","16 mph","33","29.97","10 ",3,2011,"16"
"1:53","68 ","Scattered clouds.","12 mph","27","29.96","10 ",3,2011,"12"
"2:53","72 ","Sunny.","15 mph","24","29.95","10 ",3,2011,"15"
"3:53","73 ","Sunny.","14 mph","24","29.95","10 ",3,2011,"14"
"4:53","74 ","Sunny.","16 mph","21","29.95","10 ",3,2011,"16"
"5:53","74 ","Sunny.","15 mph","21","29.97","10 ",3,2011,"15"
"6:53","73 ","Sunny.","15 mph","19","29.97","10 ",3,2011,"15"
"7:53","67 ","Sunny.","13 mph","27","29.98","10 ",3,2011,"13"
"8:53","63 ","Clear.","13 mph","28","30.00","10 ",3,2011,"13"
"9:53","59 ","Clear.","13 mph","32","30.02","9 ",3,2011,"13"
"10:53","58 ","Clear.","13 mph","38","30.03","10 ",3,2011,"13"
"11:53","51 ","Clear.","8 mph","50","30.05","10 ",3,2011,"8"
"12:53","65 ","Clear.","17 mph","29","29.73","10 ",4,2011,"17"
"1:53","64 ","Clear.","17 mph","26","29.75","10 ",4,2011,"17"
"2:53","59 ","Clear.","16 mph","32","29.78","10 ",4,2011,"16"
"3:53","57 ","Clear.","14 mph","33","29.81","10 ",4,2011,"14"
"4:53","55 ","Clear.","15 mph","39","29.83","10 ",4,2011,"15"
"5:53","49 ","Clear.","9 mph","55","29.87","10 ",4,2011,"9"
"6:53","51 ","Scattered clouds.","9 mph","46","29.89","10 ",4,2011,"9"
"7:53","54 ","Partly sunny.","10 mph","43","29.91","10 ",4,2011,"10"
"8:53","58 ","Partly sunny.","16 mph","41","29.93","10 ",4,2011,"16"
"9:53","60 ","Partly sunny.","13 mph","39","29.93","10 ",4,2011,"13"
"10:53","59 ","Partly sunny.","12 mph","42","29.96","10 ",4,2011,"12"
"11:53","60 ","Sunny.","17 mph","42","29.98","10 ",4,2011,"17"
"12:53","63 ","Sunny.","16 mph","33","29.97","10 ",4,2011,"16"
"1:53","68 ","Scattered clouds.","12 mph","27","29.96","10 ",4,2011,"12"
"2:53","72 ","Sunny.","15 mph","24","29.95","10 ",4,2011,"15"
"3:53","73 ","Sunny.","14 mph","24","29.95","10 ",4,2011,"14"
"4:53","74 ","Sunny.","16 mph","21","29.95","10 ",4,2011,"16"
"5:53","74 ","Sunny.","15 mph","21","29.97","10 ",4,2011,"15"
"6:53","73 ","Sunny.","15 mph","19","29.97","10 ",4,2011,"15"
"7:53","67 ","Sunny.","13 mph","27","29.98","10 ",4,2011,"13"
"8:53","63 ","Clear.","13 mph","28","30.00","10 ",4,2011,"13"
"9:53","59 ","Clear.","13 mph","32","30.02","9 ",4,2011,"13"
"10:53","58 ","Clear.","13 mph","38","30.03","10 ",4,2011,"13"
"11:53","51 ","Clear.","8 mph","50","30.05","10 ",4,2011,"8"
"12:53","65 ","Clear.","17 mph","29","29.73","10 ",5,2011,"17"
"1:53","64 ","Clear.","17 mph","26","29.75","10 ",5,2011,"17"
"2:53","59 ","Clear.","16 mph","32","29.78","10 ",5,2011,"16"
"3:53","57 ","Clear.","14 mph","33","29.81","10 ",5,2011,"14"
"4:53","55 ","Clear.","15 mph","39","29.83","10 ",5,2011,"15"
"5:53","49 ","Clear.","9 mph","55","29.87","10 ",5,2011,"9"
"6:53","51 ","Scattered clouds.","9 mph","46","29.89","10 ",5,2011,"9"
"7:53","54 ","Partly sunny.","10 mph","43","29.91","10 ",5,2011,"10"
"8:53","58 ","Partly sunny.","16 mph","41","29.93","10 ",5,2011,"16"
"9:53","60 ","Partly sunny.","13 mph","39","29.93","10 ",5,2011,"13"
"10:53","59 ","Partly sunny.","12 mph","42","29.96","10 ",5,2011,"12"
"11:53","60 ","Sunny.","17 mph","42","29.98","10 ",5,2011,"17"
"12:53","63 ","Sunny.","16 mph","33","29.97","10 ",5,2011,"16"
"1:53","68 ","Scattered clouds.","12 mph","27","29.96","10 ",5,2011,"12"
"2:53","72 ","Sunny.","15 mph","24","29.95","10 ",5,2011,"15"
"3:53","73 ","Sunny.","14 mph","24","29.95","10 ",5,2011,"14"
"4:53","74 ","Sunny.","16 mph","21","29.95","10 ",5,2011,"16"
"5:53","74 ","Sunny.","15 mph","21","29.97","10 ",5,2011,"15"
"6:53","73 ","Sunny.","15 mph","19","29.97","10 ",5,2011,"15"
"7:53","67 ","Sunny.","13 mph","27","29.98","10 ",5,2011,"13"
"8:53","63 ","Clear.","13 mph","28","30.00","10 ",5,2011,"13"
"9:53","59 ","Clear.","13 mph","32","30.02","9 ",5,2011,"13"
"10:53","58 ","Clear.","13 mph","38","30.03","10 ",5,2011,"13"
"11:53","51 ","Clear.","8 mph","50","30.05","10 ",5,2011,"8"
"12:53","65 ","Clear.","17 mph","29","29.73","10 ",6,2011,"17"
"1:53","64 ","Clear.","17 mph","26","29.75","10 ",6,2011,"17"
"2:53","59 ","Clear.","16 mph","32","29.78","10 ",6,2011,"16"
"3:53","57 ","Clear.","14 mph","33","29.81","10 ",6,2011,"14"
"4:53","55 ","Clear.","15 mph","39","29.83","10 ",6,2011,"15"
"5:53","49 ","Clear.","9 mph","55","29.87","10 ",6,2011,"9"
"6:53","51 ","Scattered clouds.","9 mph","46","29.89","10 ",6,2011,"9"
"7:53","54 ","Partly sunny.","10 mph","43","29.91","10 ",6,2011,"10"
"8:53","58 ","Partly sunny.","16 mph","41","29.93","10 ",6,2011,"16"
"9:53","60 ","Partly sunny.","13 mph","39","29.93","10 ",6,2011,"13"
"10:53","59 ","Partly sunny.","12 mph","42","29.96","10 ",6,2011,"12"
"11:53","60 ","Sunny.","17 mph","42","29.98","10 ",6,2011,"17"
"12:53","63 ","Sunny.","16 mph","33","29.97","10 ",6,2011,"16"
"1:53","68 ","Scattered clouds.","12 mph","27","29.96","10 ",6,2011,"12"
"2:53","72 ","Sunny.","15 mph","24","29.95","10 ",6,2011,"15"
"3:53","73 ","Sunny.","14 mph","24","29.95","10 ",6,2011,"14"
"4:53","74 ","Sunny.","16 mph","21","29.95","10 ",6,2011,"16"
"5:53","74 ","Sunny.","15 mph","21","29.97","10 ",6,2011,"15"
"6:53","73 ","Sunny.","15 mph","19","29.97","10 ",6,2011,"15"
"7:53","67 ","Sunny.","13 mph","27","29.98","10 ",6,2011,"13"
"8:53","63 ","Clear.","13 mph","28","30.00","10 ",6,2011,"13"
"9:53","59 ","Clear.","13 mph","32","30.02","9 ",6,2011,"13"
"10:53","58 ","Clear.","13 mph","38","30.03","10 ",6,2011,"13"
"11:53","51 ","Clear.","8 mph","50","30.05","10 ",6,2011,"8"
"12:53","49 ","Clear.","6 mph","71","30.21","10 ",7,2011,"6"
"1:53","48 ","Clear.","6 mph","77","30.22","10 ",7,2011,"6"
"2:53","48 ","Clear.","7 mph","77","30.22","10 ",7,2011,"7"
"3:53","50 ","Clear.","10 mph","71","30.22","10 ",7,2011,"10"
"4:53","50 ","Clear.","7 mph","71","30.24","10 ",7,2011,"7"
"5:53","48 ","Clear.","7 mph","77","30.24","10 ",7,2011,"7"
"6:53","45 ","Clear.","6 mph","82","30.27","10 ",7,2011,"6"
"7:53","47 ","Sunny.","8 mph","83","30.31","10 ",7,2011,"8"
"8:53","55 ","Sunny.","6 mph","67","30.30","10 ",7,2011,"6"
"9:53","66 ","Sunny.","7 mph","47","30.29","10 ",7,2011,"7"
"10:53","72 ","Sunny.","6 mph","34","30.30","10 ",7,2011,"6"
"11:53","75 ","Sunny.","8 mph","30","30.29","10 ",7,2011,"8"
"12:53","78 ","Sunny.","12 mph","28","30.27","10 ",7,2011,"12"
"1:53","81 ","Sunny.","7 mph","22","30.25","10 ",7,2011,"7"
"2:53","81 ","Scattered clouds.","7 mph","23","30.23","8 ",7,2011,"7"
"3:53","82 ","Scattered clouds.","7 mph","21","30.21","9 ",7,2011,"7"
"4:53","83 ","Scattered clouds.","6 mph","20","30.20","10 ",7,2011,"6"
"5:53","83 ","Sunny.","8 mph","22","30.20","10 ",7,2011,"8"
"6:53","81 ","Overcast.","9 mph","22","30.23","10 ",7,2011,"9"
"7:53","73 ","Clear.","18 mph","30","30.24","10 ",7,2011,"18"
"8:53","71 ","Passing clouds.","12 mph","31","30.26","10 ",7,2011,"12"
"9:53","70 ","Passing clouds.","6 mph","34","30.25","10 ",7,2011,"6"
"10:53","64 ","Clear.","No wind","47","30.26","10 ",7,2011,"0"
"11:53","66 ","Clear.","7 mph","39","30.24","10 ",7,2011,"7"
"12:53","65 ","Clear.","17 mph","29","29.73","10 ",8,2011,"17"
"1:53","64 ","Clear.","17 mph","26","29.75","10 ",8,2011,"17"
"2:53","59 ","Clear.","16 mph","32","29.78","10 ",8,2011,"16"
"3:53","57 ","Clear.","14 mph","33","29.81","10 ",8,2011,"14"
"4:53","55 ","Clear.","15 mph","39","29.83","10 ",8,2011,"15"
"5:53","49 ","Clear.","9 mph","55","29.87","10 ",8,2011,"9"
"6:53","51 ","Scattered clouds.","9 mph","46","29.89","10 ",8,2011,"9"
"7:53","54 ","Partly sunny.","10 mph","43","29.91","10 ",8,2011,"10"
"8:53","58 ","Partly sunny.","16 mph","41","29.93","10 ",8,2011,"16"
"9:53","60 ","Partly sunny.","13 mph","39","29.93","10 ",8,2011,"13"
"10:53","59 ","Partly sunny.","12 mph","42","29.96","10 ",8,2011,"12"
"11:53","60 ","Sunny.","17 mph","42","29.98","10 ",8,2011,"17"
"12:53","63 ","Sunny.","16 mph","33","29.97","10 ",8,2011,"16"
"1:53","68 ","Scattered clouds.","12 mph","27","29.96","10 ",8,2011,"12"
"2:53","72 ","Sunny.","15 mph","24","29.95","10 ",8,2011,"15"
"3:53","73 ","Sunny.","14 mph","24","29.95","10 ",8,2011,"14"
"4:53","74 ","Sunny.","16 mph","21","29.95","10 ",8,2011,"16"
"5:53","74 ","Sunny.","15 mph","21","29.97","10 ",8,2011,"15"
"6:53","73 ","Sunny.","15 mph","19","29.97","10 ",8,2011,"15"
"7:53","67 ","Sunny.","13 mph","27","29.98","10 ",8,2011,"13"
"8:53","63 ","Clear.","13 mph","28","30.00","10 ",8,2011,"13"
"9:53","59 ","Clear.","13 mph","32","30.02","9 ",8,2011,"13"
"10:53","58 ","Clear.","13 mph","38","30.03","10 ",8,2011,"13"
"11:53","51 ","Clear.","8 mph","50","30.05","10 ",8,2011,"8"
"12:53","65 ","Clear.","17 mph","29","29.73","10 ",9,2011,"17"
"1:53","64 ","Clear.","17 mph","26","29.75","10 ",9,2011,"17"
"2:53","59 ","Clear.","16 mph","32","29.78","10 ",9,2011,"16"
"3:53","57 ","Clear.","14 mph","33","29.81","10 ",9,2011,"14"
"4:53","55 ","Clear.","15 mph","39","29.83","10 ",9,2011,"15"
"5:53","49 ","Clear.","9 mph","55","29.87","10 ",9,2011,"9"
"6:53","51 ","Scattered clouds.","9 mph","46","29.89","10 ",9,2011,"9"
"7:53","54 ","Partly sunny.","10 mph","43","29.91","10 ",9,2011,"10"
"8:53","58 ","Partly sunny.","16 mph","41","29.93","10 ",9,2011,"16"
"9:53","60 ","Partly sunny.","13 mph","39","29.93","10 ",9,2011,"13"
"10:53","59 ","Partly sunny.","12 mph","42","29.96","10 ",9,2011,"12"
"11:53","60 ","Sunny.","17 mph","42","29.98","10 ",9,2011,"17"
"12:53","63 ","Sunny.","16 mph","33","29.97","10 ",9,2011,"16"
"1:53","68 ","Scattered clouds.","12 mph","27","29.96","10 ",9,2011,"12"
"2:53","72 ","Sunny.","15 mph","24","29.95","10 ",9,2011,"15"
"3:53","73 ","Sunny.","14 mph","24","29.95","10 ",9,2011,"14"
"4:53","74 ","Sunny.","16 mph","21","29.95","10 ",9,2011,"16"
"5:53","74 ","Sunny.","15 mph","21","29.97","10 ",9,2011,"15"
"6:53","73 ","Sunny.","15 mph","19","29.97","10 ",9,2011,"15"
"7:53","67 ","Sunny.","13 mph","27","29.98","10 ",9,2011,"13"
"8:53","63 ","Clear.","13 mph","28","30.00","10 ",9,2011,"13"
"9:53","59 ","Clear.","13 mph","32","30.02","9 ",9,2011,"13"
"10:53","58 ","Clear.","13 mph","38","30.03","10 ",9,2011,"13"
"11:53","51 ","Clear.","8 mph","50","30.05","10 ",9,2011,"8"
"12:53","65 ","Clear.","17 mph","29","29.73","10 ",10,2011,"17"
"1:53","64 ","Clear.","17 mph","26","29.75","10 ",10,2011,"17"
"2:53","59 ","Clear.","16 mph","32","29.78","10 ",10,2011,"16"
"3:53","57 ","Clear.","14 mph","33","29.81","10 ",10,2011,"14"
"4:53","55 ","Clear.","15 mph","39","29.83","10 ",10,2011,"15"
"5:53","49 ","Clear.","9 mph","55","29.87","10 ",10,2011,"9"
"6:53","51 ","Scattered clouds.","9 mph","46","29.89","10 ",10,2011,"9"
"7:53","54 ","Partly sunny.","10 mph","43","29.91","10 ",10,2011,"10"
"8:53","58 ","Partly sunny.","16 mph","41","29.93","10 ",10,2011,"16"
"9:53","60 ","Partly sunny.","13 mph","39","29.93","10 ",10,2011,"13"
"10:53","59 ","Partly sunny.","12 mph","42","29.96","10 ",10,2011,"12"
"11:53","60 ","Sunny.","17 mph","42","29.98","10 ",10,2011,"17"
"12:53","63 ","Sunny.","16 mph","33","29.97","10 ",10,2011,"16"
"1:53","68 ","Scattered clouds.","12 mph","27","29.96","10 ",10,2011,"12"
"2:53","72 ","Sunny.","15 mph","24","29.95","10 ",10,2011,"15"
"3:53","73 ","Sunny.","14 mph","24","29.95","10 ",10,2011,"14"
"4:53","74 ","Sunny.","16 mph","21","29.95","10 ",10,2011,"16"
"5:53","74 ","Sunny.","15 mph","21","29.97","10 ",10,2011,"15"
"6:53","73 ","Sunny.","15 mph","19","29.97","10 ",10,2011,"15"
"7:53","67 ","Sunny.","13 mph","27","29.98","10 ",10,2011,"13"
"8:53","63 ","Clear.","13 mph","28","30.00","10 ",10,2011,"13"
"9:53","59 ","Clear.","13 mph","32","30.02","9 ",10,2011,"13"
"10:53","58 ","Clear.","13 mph","38","30.03","10 ",10,2011,"13"
"11:53","51 ","Clear.","8 mph","50","30.05","10 ",10,2011,"8"
"12:53","65 ","Clear.","17 mph","29","29.73","10 ",11,2011,"17"
"1:53","64 ","Clear.","17 mph","26","29.75","10 ",11,2011,"17"
"2:53","59 ","Clear.","16 mph","32","29.78","10 ",11,2011,"16"
"3:53","57 ","Clear.","14 mph","33","29.81","10 ",11,2011,"14"
"4:53","55 ","Clear.","15 mph","39","29.83","10 ",11,2011,"15"
"5:53","49 ","Clear.","9 mph","55","29.87","10 ",11,2011,"9"
"6:53","51 ","Scattered clouds.","9 mph","46","29.89","10 ",11,2011,"9"
"7:53","54 ","Partly sunny.","10 mph","43","29.91","10 ",11,2011,"10"
"8:53","58 ","Partly sunny.","16 mph","41","29.93","10 ",11,2011,"16"
"9:53","60 ","Partly sunny.","13 mph","39","29.93","10 ",11,2011,"13"
"10:53","59 ","Partly sunny.","12 mph","42","29.96","10 ",11,2011,"12"
"11:53","60 ","Sunny.","17 mph","42","29.98","10 ",11,2011,"17"
"12:53","63 ","Sunny.","16 mph","33","29.97","10 ",11,2011,"16"
"1:53","68 ","Scattered clouds.","12 mph","27","29.96","10 ",11,2011,"12"
"2:53","72 ","Sunny.","15 mph","24","29.95","10 ",11,2011,"15"
"3:53","73 ","Sunny.","14 mph","24","29.95","10 ",11,2011,"14"
"4:53","74 ","Sunny.","16 mph","21","29.95","10 ",11,2011,"16"
"5:53","74 ","Sunny.","15 mph","21","29.97","10 ",11,2011,"15"
"6:53","73 ","Sunny.","15 mph","19","29.97","10 ",11,2011,"15"
"7:53","67 ","Sunny.","13 mph","27","29.98","10 ",11,2011,"13"
"8:53","63 ","Clear.","13 mph","28","30.00","10 ",11,2011,"13"
"9:53","59 ","Clear.","13 mph","32","30.02","9 ",11,2011,"13"
"10:53","58 ","Clear.","13 mph","38","30.03","10 ",11,2011,"13"
"11:53","51 ","Clear.","8 mph","50","30.05","10 ",11,2011,"8"
"12:53","65 ","Clear.","17 mph","29","29.73","10 ",12,2011,"17"
"1:53","64 ","Clear.","17 mph","26","29.75","10 ",12,2011,"17"
"2:53","59 ","Clear.","16 mph","32","29.78","10 ",12,2011,"16"
"3:53","57 ","Clear.","14 mph","33","29.81","10 ",12,2011,"14"
"4:53","55 ","Clear.","15 mph","39","29.83","10 ",12,2011,"15"
"5:53","49 ","Clear.","9 mph","55","29.87","10 ",12,2011,"9"
"6:53","51 ","Scattered clouds.","9 mph","46","29.89","10 ",12,2011,"9"
"7:53","54 ","Partly sunny.","10 mph","43","29.91","10 ",12,2011,"10"
"8:53","58 ","Partly sunny.","16 mph","41","29.93","10 ",12,2011,"16"
"9:53","60 ","Partly sunny.","13 mph","39","29.93","10 ",12,2011,"13"
"10:53","59 ","Partly sunny.","12 mph","42","29.96","10 ",12,2011,"12"
"11:53","60 ","Sunny.","17 mph","42","29.98","10 ",12,2011,"17"
"12:53","63 ","Sunny.","16 mph","33","29.97","10 ",12,2011,"16"
"1:53","68 ","Scattered clouds.","12 mph","27","29.96","10 ",12,2011,"12"
"2:53","72 ","Sunny.","15 mph","24","29.95","10 ",12,2011,"15"
"3:53","73 ","Sunny.","14 mph","24","29.95","10 ",12,2011,"14"
"4:53","74 ","Sunny.","16 mph","21","29.95","10 ",12,2011,"16"
"5:53","74 ","Sunny.","15 mph","21","29.97","10 ",12,2011,"15"
"6:53","73 ","Sunny.","15 mph","19","29.97","10 ",12,2011,"15"
"7:53","67 ","Sunny.","13 mph","27","29.98","10 ",12,2011,"13"
"8:53","63 ","Clear.","13 mph","28","30.00","10 ",12,2011,"13"
"9:53","59 ","Clear.","13 mph","32","30.02","9 ",12,2011,"13"
"10:53","58 ","Clear.","13 mph","38","30.03","10 ",12,2011,"13"
"11:53","51 ","Clear.","8 mph","50","30.05","10 ",12,2011,"8"
"12:53","65 ","Clear.","17 mph","29","29.73","10 ",13,2011,"17"
"1:53","64 ","Clear.","17 mph","26","29.75","10 ",13,2011,"17"
"2:53","59 ","Clear.","16 mph","32","29.78","10 ",13,2011,"16"
"3:53","57 ","Clear.","14 mph","33","29.81","10 ",13,2011,"14"
"4:53","55 ","Clear.","15 mph","39","29.83","10 ",13,2011,"15"
"5:53","49 ","Clear.","9 mph","55","29.87","10 ",13,2011,"9"
"6:53","51 ","Scattered clouds.","9 mph","46","29.89","10 ",13,2011,"9"
"7:53","54 ","Partly sunny.","10 mph","43","29.91","10 ",13,2011,"10"
"8:53","58 ","Partly sunny.","16 mph","41","29.93","10 ",13,2011,"16"
"9:53","60 ","Partly sunny.","13 mph","39","29.93","10 ",13,2011,"13"
"10:53","59 ","Partly sunny.","12 mph","42","29.96","10 ",13,2011,"12"
"11:53","60 ","Sunny.","17 mph","42","29.98","10 ",13,2011,"17"
"12:53","63 ","Sunny.","16 mph","33","29.97","10 ",13,2011,"16"
"1:53","68 ","Scattered clouds.","12 mph","27","29.96","10 ",13,2011,"12"
"2:53","72 ","Sunny.","15 mph","24","29.95","10 ",13,2011,"15"
"3:53","73 ","Sunny.","14 mph","24","29.95","10 ",13,2011,"14"
"4:53","74 ","Sunny.","16 mph","21","29.95","10 ",13,2011,"16"
"5:53","74 ","Sunny.","15 mph","21","29.97","10 ",13,2011,"15"
"6:53","73 ","Sunny.","15 mph","19","29.97","10 ",13,2011,"15"
"7:53","67 ","Sunny.","13 mph","27","29.98","10 ",13,2011,"13"
"8:53","63 ","Clear.","13 mph","28","30.00","10 ",13,2011,"13"
"9:53","59 ","Clear.","13 mph","32","30.02","9 ",13,2011,"13"
"10:53","58 ","Clear.","13 mph","38","30.03","10 ",13,2011,"13"
"11:53","51 ","Clear.","8 mph","50","30.05","10 ",13,2011,"8"
"12:53","65 ","Clear.","17 mph","29","29.73","10 ",14,2011,"17"
"1:53","64 ","Clear.","17 mph","26","29.75","10 ",14,2011,"17"
"2:53","59 ","Clear.","16 mph","32","29.78","10 ",14,2011,"16"
"3:53","57 ","Clear.","14 mph","33","29.81","10 ",14,2011,"14"
"4:53","55 ","Clear.","15 mph","39","29.83","10 ",14,2011,"15"
"5:53","49 ","Clear.","9 mph","55","29.87","10 ",14,2011,"9"
"6:53","51 ","Scattered clouds.","9 mph","46","29.89","10 ",14,2011,"9"
"7:53","54 ","Partly sunny.","10 mph","43","29.91","10 ",14,2011,"10"
"8:53","58 ","Partly sunny.","16 mph","41","29.93","10 ",14,2011,"16"
"9:53","60 ","Partly sunny.","13 mph","39","29.93","10 ",14,2011,"13"
"10:53","59 ","Partly sunny.","12 mph","42","29.96","10 ",14,2011,"12"
"11:53","60 ","Sunny.","17 mph","42","29.98","10 ",14,2011,"17"
"12:53","63 ","Sunny.","16 mph","33","29.97","10 ",14,2011,"16"
"1:53","68 ","Scattered clouds.","12 mph","27","29.96","10 ",14,2011,"12"
"2:53","72 ","Sunny.","15 mph","24","29.95","10 ",14,2011,"15"
"3:53","73 ","Sunny.","14 mph","24","29.95","10 ",14,2011,"14"
"4:53","74 ","Sunny.","16 mph","21","29.95","10 ",14,2011,"16"
"5:53","74 ","Sunny.","15 mph","21","29.97","10 ",14,2011,"15"
"6:53","73 ","Sunny.","15 mph","19","29.97","10 ",14,2011,"15"
"7:53","67 ","Sunny.","13 mph","27","29.98","10 ",14,2011,"13"
"8:53","63 ","Clear.","13 mph","28","30.00","10 ",14,2011,"13"
"9:53","59 ","Clear.","13 mph","32","30.02","9 ",14,2011,"13"
"10:53","58 ","Clear.","13 mph","38","30.03","10 ",14,2011,"13"
"11:53","51 ","Clear.","8 mph","50","30.05","10 ",14,2011,"8"
"12:53","65 ","Clear.","17 mph","29","29.73","10 ",15,2011,"17"
"1:53","64 ","Clear.","17 mph","26","29.75","10 ",15,2011,"17"
"2:53","59 ","Clear.","16 mph","32","29.78","10 ",15,2011,"16"
"3:53","57 ","Clear.","14 mph","33","29.81","10 ",15,2011,"14"
"4:53","55 ","Clear.","15 mph","39","29.83","10 ",15,2011,"15"
"5:53","49 ","Clear.","9 mph","55","29.87","10 ",15,2011,"9"
"6:53","51 ","Scattered clouds.","9 mph","46","29.89","10 ",15,2011,"9"
"7:53","54 ","Partly sunny.","10 mph","43","29.91","10 ",15,2011,"10"
"8:53","58 ","Partly sunny.","16 mph","41","29.93","10 ",15,2011,"16"
"9:53","60 ","Partly sunny.","13 mph","39","29.93","10 ",15,2011,"13"
"10:53","59 ","Partly sunny.","12 mph","42","29.96","10 ",15,2011,"12"
"11:53","60 ","Sunny.","17 mph","42","29.98","10 ",15,2011,"17"
"12:53","63 ","Sunny.","16 mph","33","29.97","10 ",15,2011,"16"
"1:53","68 ","Scattered clouds.","12 mph","27","29.96","10 ",15,2011,"12"
"2:53","72 ","Sunny.","15 mph","24","29.95","10 ",15,2011,"15"
"3:53","73 ","Sunny.","14 mph","24","29.95","10 ",15,2011,"14"
"4:53","74 ","Sunny.","16 mph","21","29.95","10 ",15,2011,"16"
"5:53","74 ","Sunny.","15 mph","21","29.97","10 ",15,2011,"15"
"6:53","73 ","Sunny.","15 mph","19","29.97","10 ",15,2011,"15"
"7:53","67 ","Sunny.","13 mph","27","29.98","10 ",15,2011,"13"
